,image,nonexpert_labels,cleaned_nonexpert_label,expert_label,final_label,day
21,3J6A0620.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Hemostasis,0
22,3J6A0657.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Inflammatory,Hemostasis,0
23,3J6A0662.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Hemostasis,Hemostasis,0
24,3J6A0667.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
25,3J6A0672.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Inflammatory,Hemostasis,0
26,3J6A0605.JPG,"Hemostasis,Inflammatory,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
27,3J6A0610.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
28,3J6A0678.JPG,"Hemostasis,Inflammatory,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
29,3J6A0684.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Inflammatory,Hemostasis,0
30,3J6A0723.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
31,3J6A0728.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
32,3J6A0734.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
33,3J6A0740.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Inflammatory,Hemostasis,0
34,3J6A0746.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Proliferative,Hemostasis,0
35,3J6A0751.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Inflammatory,Hemostasis,0
36,3J6A0789.JPG,"Hemostasis,Inflammatory,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
37,3J6A0794.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,0
38,3J6A0800.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
39,3J6A0805.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Inflammatory,Hemostasis,0
40,3J6A0810.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
41,3J6A0816.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,0
42,3J6A0857.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
43,3J6A0863.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
44,3J6A0868.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,0
45,3J6A0876.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Proliferative,Hemostasis,0
46,3J6A0883.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
47,3J6A0888.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,,Hemostasis,0
48,3J6A0925.JPG,"Inflammatory,Hemostasis,Inflammatory",Inflammatory,,Hemostasis,0
49,3J6A0932.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,,Hemostasis,0
50,3J6A0937.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,,Hemostasis,0
51,3J6A0942.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Inflammatory,Hemostasis,0
52,3J6A0947.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
53,3J6A0953.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
54,3J6A0998.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
55,3J6A1006.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,0
56,3J6A1014.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
57,3J6A1019.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,0
58,3J6A1026.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Inflammatory,Hemostasis,0
59,3J6A1032.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
60,3J6A1077.JPG,"Hemostasis,Inflammatory,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
61,3J6A1087.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Proliferative,Hemostasis,0
62,3J6A1097.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Proliferative,Hemostasis,0
63,3J6A1107.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Proliferative,Hemostasis,0
64,3J6A1117.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Proliferative,Hemostasis,0
65,3J6A1127.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
66,3J6A1198.JPG,"Hemostasis,Inflammatory,Hemostasis",Hemostasis,Hemostasis,Hemostasis,0
67,3J6A1208.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
68,3J6A1218.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
69,3J6A1228.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,0
70,3J6A1238.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Inflammatory,Hemostasis,0
71,3J6A1248.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Proliferative,Hemostasis,0
72,3J6A1258.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Proliferative,Inflammatory,1
73,3J6A1253.JPG,"Hemostasis,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
74,3J6A1264.JPG,"Inflammatory,Hemostasis,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
75,3J6A1269.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,1
76,3J6A1274.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,1
77,3J6A1281.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Proliferative,Inflammatory,1
78,3J6A1287.JPG,"Proliferative,Inflammatory,Inflammatory",,Proliferative,Inflammatory,1
79,3J6A1292.JPG,"Inflammatory,Hemostasis,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
80,3J6A1301.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
81,3J6A1306.JPG,"Inflammatory,Hemostasis,Inflammatory",,Hemostasis,Inflammatory,1
82,3J6A1313.JPG,"Inflammatory,Hemostasis,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
83,3J6A1319.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,4,Inflammatory,1
84,3J6A1324.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,1
85,3J6A1330.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
86,3J6A1336.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,1
87,3J6A1343.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,1
88,3J6A1348.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
89,3J6A1354.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
90,3J6A1360.JPG,"Inflammatory,Hemostasis,Inflammatory",,Hemostasis,Inflammatory,1
91,3J6A1365.JPG,"Inflammatory,Hemostasis,Inflammatory",,Hemostasis,Inflammatory,1
92,3J6A1372.JPG,"Inflammatory,Hemostasis,Inflammatory",Inflammatory,,Inflammatory,1
93,3J6A1379.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,,Inflammatory,1
94,3J6A1385.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,,Inflammatory,1
95,3J6A1391.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,,Inflammatory,1
96,3J6A1397.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
97,3J6A1403.JPG,"Inflammatory,Hemostasis,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
98,3J6A1410.JPG,"Proliferative,Hemostasis,Inflammatory",,Hemostasis,Hemostasis,1
99,3J6A1415.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,1
100,3J6A1421.JPG,"Inflammatory,Hemostasis,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
101,3J6A1429.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,1
102,3J6A1437.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,1
103,3J6A1443.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,1
104,3J6A1449.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,1
105,3J6A1455.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,1
106,3J6A1463.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,,Inflammatory,1
107,3J6A1470.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,1
108,3J6A1475.JPG,"Inflammatory,Hemostasis,Hemostasis",,Inflammatory,Inflammatory,2
109,3J6A1481.JPG,"Inflammatory,Hemostasis,Inflammatory",,Hemostasis,Inflammatory,2
110,3J6A1491.JPG,"Inflammatory,Hemostasis,Inflammatory",,Hemostasis,Inflammatory,2
111,3J6A1497.JPG,"Inflammatory,Hemostasis,Inflammatory",Inflammatory,Inflammatory,Inflammatory,2
112,3J6A1503.JPG,"Inflammatory,Hemostasis,Inflammatory",,Hemostasis,Inflammatory,2
113,3J6A1509.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Proliferative,Inflammatory,2
114,3J6A1516.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,2
115,3J6A1523.JPG,"Hemostasis,Inflammatory,Hemostasis",Hemostasis,Hemostasis,Hemostasis,2
116,3J6A1530.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,2
117,3J6A1537.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,2
118,3J6A1544.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,2
119,3J6A1551.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,2
120,3J6A1560.JPG,"Inflammatory,Inflammatory,Proliferative",,Proliferative,Inflammatory,2
121,3J6A1567.JPG,"Inflammatory,Hemostasis,Inflammatory",Inflammatory,Inflammatory,Inflammatory,2
122,3J6A1574.JPG,"Inflammatory,Hemostasis,Inflammatory",Inflammatory,Inflammatory,Inflammatory,2
123,3J6A1579.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,2
124,3J6A1586.JPG,"Hemostasis,Inflammatory,Inflammatory",,Hemostasis,Inflammatory,2
125,3J6A1591.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,2
126,3J6A1600.JPG,"Proliferative,Proliferative,Hemostasis",Proliferative,Inflammatory,Inflammatory,2
127,3J6A1607.JPG,"Hemostasis,Hemostasis,Inflammatory",Hemostais,Hemostasis,Hemostasis,2
128,3J6A1612.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,2
129,3J6A1618.JPG,"Proliferative,Proliferative,Inflammatory",,Inflammatory,Inflammatory,2
130,3J6A1624.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Inflammatory,Inflammatory,2
131,3J6A1629.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,2
132,3J6A1638.JPG,"Hemostasis,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,2
133,3J6A1645.JPG,"Inflammatory,Inflammatory,Hemostasis",,Hemostasis,Inflammatory,2
134,3J6A1651.JPG,"Inflammatory,Hemostasis,Hemostasis",Hemostasis,Hemostasis,Hemostasis,2
135,3J6A1657.JPG,"Inflammatory,Inflammatory,Hemostasis",,Hemostasis,Inflammatory,2
136,3J6A1662.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Proliferative,Inflammatory,2
137,3J6A1675.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,2
138,3J6A1688.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,2
139,3J6A1695.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,2
140,3J6A1701.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Proliferative,Inflammatory,2
141,3J6A1706.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,2
142,3J6A1712.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,2
143,3J6A1718.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,2
144,3J6A1725.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Proliferative,3
145,3J6A1736.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Proliferative,Proliferative,3
146,3J6A1743.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Proliferative,3
147,3J6A1757.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Proliferative,3
148,3J6A1763.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,3
149,3J6A1769.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,3
150,3J6A1774.JPG,"Hemostasis,Inflammatory,Inflammatory",,Hemostasis,Inflammatory,3
151,3J6A1780.JPG,"Hemostasis,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,3
152,3J6A1787.JPG,"Hemostasis,Inflammatory,Inflammatory",,Hemostasis,Inflammatory,3
153,3J6A1795.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,3
154,3J6A1803.JPG,"Inflammatory,Inflammatory,Hemostasis",Inflammatory,Inflammatory,Inflammatory,3
155,3J6A1809.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,3
156,3J6A1826.JPG,"Proliferative,Proliferative,Inflammatory",,Inflammatory,Proliferative,3
157,3J6A1835.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,3
158,3J6A1840.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,3
159,3J6A1845.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Hemostasis,Inflammatory,3
160,3J6A1852.JPG,"Proliferative,Proliferative,Inflammatory",,Inflammatory,Inflammatory,3
161,3J6A1859.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,3
162,3J6A1864.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,3
163,3J6A1875.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,3
164,3J6A1885.JPG,"Inflammatory,Proliferative,Inflammatory",Inflammatory,Inflammatory,Inflammatory,3
165,3J6A1890.JPG,"Inflammatory,Proliferative,Inflammatory",Inflammatory,,Inflammatory,3
166,3J6A1899.JPG,"Inflammatory,Proliferative,Inflammatory",Inflammatory,Inflammatory,Inflammatory,3
167,3J6A1907.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,3
168,3J6A1917.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,3
169,3J6A1923.JPG,"Hemostasis,Inflammatory,Hemostasis",Hemostasis,Hemostasis,Inflammatory,3
170,3J6A1932.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Inflammatory,3
171,3J6A1939.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Hemostasis,Inflammatory,3
172,3J6A1947.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Proliferative,Proliferative,3
173,3J6A1954.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,3
174,3J6A1962.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,4
175,3J6A1968.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,4
176,3J6A1977.JPG,"Inflammatory,Proliferative,Inflammatory",Inflammatory,,Inflammatory,4
177,3J6A1984.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Proliferative,Proliferative,4
178,3J6A1995.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Proliferative,Proliferative,4
179,3J6A2000.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,4
180,3J6A2010.JPG,"Proliferative,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,4
181,3J6A2016.JPG,"Proliferative,Proliferative,Inflammatory",,Inflammatory,Inflammatory,4
182,3J6A2023.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,4
183,3J6A2030.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,4
184,3J6A2036.JPG,"Inflammatory,Proliferative,Inflammatory",,Proliferative,Proliferative,4
185,3J6A2043.JPG,"Inflammatory,Proliferative,Inflammatory",,Proliferative,Inflammatory,4
186,3J6A2048.JPG,"Inflammatory,Proliferative,Inflammatory",Inflammatory,,Inflammatory,4
187,3J6A2054.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Proliferative,4
188,3J6A2061.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,4
189,3J6A2067.JPG,"Inflammatory,Proliferative,Inflammatory",Inflammatory,Inflammatory,Inflammatory,4
190,3J6A2072.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,4
191,3J6A2080.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,4
192,3J6A2087.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,4
193,3J6A2096.JPG,"Inflammatory,Proliferative,Inflammatory",,Proliferative,Inflammatory,4
194,3J6A2104.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,4
195,3J6A2112.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,4
196,3J6A2123.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,4
197,3J6A2130.JPG,"Proliferative,Maturation,Proliferative",Proliferative,,Proliferative,4
198,3J6A2139.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,4
199,3J6A2146.JPG,"Proliferative,Proliferative,Inflammatory",,Inflammatory,Inflammatory,4
200,3J6A2151.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,4
201,3J6A2160.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,4
202,3J6A2168.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,4
203,3J6A2174.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,4
204,3J6A2182.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,5
205,3J6A2189.JPG,"Maturation,Maturation,Proliferative",Maturation,,Proliferative,5
206,3J6A2199.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,5
207,3J6A2207.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,5
208,3J6A2213.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Hemostasis,Inflammatory,5
209,3J6A2219.JPG,"Proliferative,Proliferative,Inflammatory",,Inflammatory,Inflammatory,5
210,3J6A2226.JPG,"Inflammatory,Proliferative,Inflammatory",,Proliferative,Inflammatory,5
211,3J6A2239.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,5
212,3J6A2246.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Hemostasis,Proliferative,5
213,3J6A2255.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,5
214,3J6A2261.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Proliferative,Proliferative,5
215,3J6A2281.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,5
216,3J6A2289.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,5
217,3J6A2268.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,4,Proliferative,5
218,3J6A2275.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Proliferative,5
219,3J6A2298.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Proliferative,5
220,3J6A2305.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,5
221,3J6A2316.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Hemostasis,Proliferative,5
222,3J6A2324.JPG,"Inflammatory,Proliferative,Inflammatory",Inflammatory,,Inflammatory,5
223,3J6A2331.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,5
224,3J6A2337.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Proliferative,5
225,3J6A2346.JPG,"Proliferative,Maturation,Proliferative",,4,Proliferative,5
226,3J6A2354.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Proliferative,Proliferative,5
227,3J6A2361.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Maturation,Proliferative,5
228,3J6A2375.JPG,"Proliferative,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,6
229,3J6A2387.JPG,"Proliferative,Maturation,Proliferative",Proliferative,,Proliferative,6
230,3J6A2393.JPG,"Inflammatory,Proliferative,Proliferative",Proliferative,Proliferative,Proliferative,6
231,3J6A2401.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,6
232,3J6A2408.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,6
233,3J6A2413.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Proliferative,Proliferative,6
234,3J6A2423.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,6
235,3J6A2432.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Maturation,Proliferative,6
236,3J6A2452.JPG,"Inflammatory,Proliferative,Proliferative",,Inflammatory,Proliferative,6
237,3J6A2461.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Proliferative,6
238,3J6A2468.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Proliferative,Inflammatory,6
239,3J6A2489.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Maturation,Proliferative,6
240,3J6A2497.JPG,"Inflammatory,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,6
241,3J6A2504.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Hemostasis,Inflammatory,6
242,3J6A2512.JPG,"Proliferative,Proliferative,Inflammatory",,Inflammatory,Proliferative,6
243,3J6A2524.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Proliferative,6
244,3J6A2532.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,,Proliferative,6
245,3J6A2541.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,6
246,3J6A2548.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Proliferative,Proliferative,6
247,3J6A2559.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,6
248,3J6A2569.JPG,"Proliferative,Maturation,Proliferative",Proliferative,,Proliferative,6
249,3J6A2576.JPG,"Maturation,Maturation,Proliferative",Maturation,Maturation,Proliferative,6
250,3J6A2583.JPG,"Proliferative,Maturation,Proliferative",Proliferative,,Proliferative,6
251,3J6A2599.JPG,"Maturation,Maturation,Proliferative",Maturation,,Proliferative,6
252,3J6A2609.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,7
253,3J6A2614.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,7
254,3J6A2629.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,7
255,3J6A2636.JPG,"Proliferative,Inflammatory,Inflammatory",Inflammatory,Inflammatory,Inflammatory,7
